,0,0
here,0.0005414410662224074,0.0017135642135642135
httpwap,0.00012494793835901707,1.0020843354176688e-05
xxxmobilemovieclubcomnqjkgighjjgcbl,0.00012494793835901707,1.0020843354176688e-05
england,0.0004581424406497293,1.0020843354176688e-05
v,0.00037484381507705124,0.0007916466249799583
macedonia,0.00012494793835901707,1.0020843354176688e-05
dont,0.001541024573094544,0.004138608305274972
miss,0.0006247396917950854,0.001152396985730319
goalsteam,0.00012494793835901707,1.0020843354176688e-05
news,0.0007080383173677634,0.00011022927689594356
ur,0.009371095376926281,0.0034571909571909573
national,0.0010412328196584756,1.0020843354176688e-05
team,0.0002915451895043732,7.014590347923682e-05
eg,0.0010412328196584756,1.0020843354176688e-05
trywales,0.00012494793835901707,1.0020843354176688e-05
scotland,0.00012494793835901707,5.0104216770883436e-05
poboxoxwwq,0.00012494793835901707,1.0020843354176688e-05
thanks,0.0011245314452311536,0.0009118967452300785
subscription,0.00012494793835901707,1.0020843354176688e-05
ringtone,0.001874219075385256,1.0020843354176688e-05
uk,0.0010412328196584756,1.0020843354176688e-05
will,0.0029571012078300706,0.004880150713484047
be,0.003290295710120783,0.00508056758056758
charged,0.0008746355685131195,1.0020843354176688e-05
month,0.00037484381507705124,0.0004108545775212442
please,0.003623490212411495,0.0010722302388969055
confirm,0.00012494793835901707,0.0001703543370210037
by,0.0024573094543940024,0.0020141895141895143
replying,0.00037484381507705124,5.0104216770883436e-05
yes,0.0009579341940857976,0.0010521885521885522
if,0.001874219075385256,0.005040484207150874
not,0.0020408163265306124,0.006122735289401956
rodger,0.00012494793835901707,1.0020843354176688e-05
burns,0.00012494793835901707,1.0020843354176688e-05
msg,0.0020408163265306124,0.0008517716851050185
we,0.003373594335693461,0.0045995670995671
tried,0.0011245314452311536,9.018759018759019e-05
re,0.0007080383173677634,0.0001703543370210037
sms,0.0019575177009579343,0.00021043771043771043
nokia,0.004539775093710954,3.0062530062530064e-05
camcorder,0.0009579341940857976,1.0020843354176688e-05
delivery,0.001374427321949188,3.0062530062530064e-05
tomorrow,0.0007080383173677634,0.001252605419272086
ac,0.00037484381507705124,1.0020843354176688e-05
sptv,0.00020824656393169514,1.0020843354176688e-05
new,0.004539775093710954,0.0009519801186467853
jersey,0.00012494793835901707,1.0020843354176688e-05
devils,0.00012494793835901707,1.0020843354176688e-05
detroit,0.00012494793835901707,1.0020843354176688e-05
red,0.00012494793835901707,5.0104216770883436e-05
wings,0.00012494793835901707,1.0020843354176688e-05
play,0.0010412328196584756,0.00029060445727112393
ice,0.00012494793835901707,0.00013027096360429693
hockey,0.00012494793835901707,3.0062530062530064e-05
correct,0.00037484381507705124,0.00013027096360429693
incorrect,0.00012494793835901707,1.0020843354176688e-05
end,0.0012911286963765097,0.00043089626422959757
congrats,0.0006247396917950854,0.00011022927689594356
year,0.0005414410662224074,0.0007315215648548982
special,0.0008746355685131195,0.000511063011063011
cinema,0.0002915451895043732,9.018759018759019e-05
pass,0.0002915451895043732,0.00013027096360429693
is,0.009954185755935027,0.011032948532948533
yours,0.0009579341940857976,0.00013027096360429693
c,0.0014577259475218659,0.0010321468654801989
suprman,0.0002915451895043732,1.0020843354176688e-05
matrix,0.0002915451895043732,1.0020843354176688e-05
starwars,0.0002915451895043732,1.0020843354176688e-05
etc,0.0004581424406497293,9.018759018759019e-05
all,0.001874219075385256,0.0036976911976911975
bxipwe,0.0002915451895043732,1.0020843354176688e-05
pm,0.0006247396917950854,0.00035072951739618404
out,0.003623490212411495,0.003336940836940837
i,0.003290295710120783,0.0327982202982203
am,0.0011245314452311536,0.0035373577040243706
pleased,0.0002915451895043732,5.0104216770883436e-05
advise,0.0002915451895043732,1.0020843354176688e-05
that,0.0019575177009579343,0.007505611672278339
following,0.0002915451895043732,3.0062530062530064e-05
recent,0.0002915451895043732,1.0020843354176688e-05
review,0.00037484381507705124,3.0062530062530064e-05
of,0.006538942107455227,0.007846320346320346
mob,0.001624323198667222,1.0020843354176688e-05
are,0.005372761349437734,0.006363235529902197
awarded,0.0023740108288213243,1.0020843354176688e-05
bonus,0.001541024573094544,1.0020843354176688e-05
complimentary,0.0007080383173677634,1.0020843354176688e-05
trip,0.0002915451895043732,0.0001703543370210037
eurodisinc,0.00012494793835901707,1.0020843354176688e-05
trav,0.00012494793835901707,1.0020843354176688e-05
acoentry,0.00012494793835901707,1.0020843354176688e-05
dis,0.00012494793835901707,0.00039081289081289083
morefrmmob,0.00012494793835901707,1.0020843354176688e-05
shracomorsglsuplt,0.00012494793835901707,1.0020843354176688e-05
ls,0.00012494793835901707,1.0020843354176688e-05
aj,0.00012494793835901707,1.0020843354176688e-05
did,0.00020824656393169514,0.001733605900272567
hear,0.0002915451895043732,0.00045093795093795094
about,0.0006247396917950854,0.0022546897546897545
divorce,0.00012494793835901707,3.0062530062530064e-05
barbie,0.00012494793835901707,1.0020843354176688e-05
comes,0.00020824656393169514,0.0003106461439794773
kens,0.00012494793835901707,1.0020843354176688e-05
stuff,0.00012494793835901707,0.000511063011063011
service,0.003623490212411495,3.0062530062530064e-05
representative,0.0007080383173677634,1.0020843354176688e-05
between,0.0007080383173677634,0.00035072951739618404
ampm,0.0008746355685131195,1.0020843354176688e-05
guaranteed,0.003206997084548105,1.0020843354176688e-05
waiting,0.0010412328196584756,0.0006313131313131314
collected,0.00020824656393169514,3.0062530062530064e-05
simply,0.00020824656393169514,5.0104216770883436e-05
password,0.0002915451895043732,7.014590347923682e-05
mix,0.0002915451895043732,1.0020843354176688e-05
verify,0.0002915451895043732,1.0020843354176688e-05
get,0.005206164098292378,0.0045995670995671
usher,0.00020824656393169514,1.0020843354176688e-05
britney,0.00020824656393169514,1.0020843354176688e-05
fml,0.00020824656393169514,5.0104216770883436e-05
gent,0.00020824656393169514,1.0020843354176688e-05
trying,0.0010412328196584756,0.00037077120410453746
contact,0.003456892961266139,0.0001703543370210037
last,0.0007913369429404415,0.0008918550585217252
weekends,0.0004581424406497293,5.0104216770883436e-05
draw,0.0024573094543940024,0.00011022927689594356
shows,0.0017909204498125781,0.00011022927689594356
k,0.0011245314452311536,0.0010121051787718455
hrs,0.001374427321949188,0.00019039602372935706
ppm,0.0030403998334027488,1.0020843354176688e-05
specially,0.0006247396917950854,1.0020843354176688e-05
holiday,0.001874219075385256,0.0001703543370210037
flights,0.0004581424406497293,1.0020843354176688e-05
inc,0.0004581424406497293,1.0020843354176688e-05
speak,0.0007080383173677634,0.0004108545775212442
live,0.00212411495210329,0.0003106461439794773
operator,0.0009579341940857976,1.0020843354176688e-05
pmin,0.0014577259475218659,1.0020843354176688e-05
private,0.0008746355685131195,3.0062530062530064e-05
account,0.0009579341940857976,0.00035072951739618404
statement,0.0007080383173677634,1.0020843354176688e-05
unredeemed,0.0007913369429404415,1.0020843354176688e-05
points,0.0007913369429404415,7.014590347923682e-05
identifier,0.0007913369429404415,1.0020843354176688e-05
expires,0.0007913369429404415,1.0020843354176688e-05
was,0.0004581424406497293,0.0031565656565656565
caller,0.0009579341940857976,3.0062530062530064e-05
this,0.0051228654727197,0.0037578162578162577
try,0.0004581424406497293,0.0005912297578964245
landline,0.0020408163265306124,5.0104216770883436e-05
boxwrc,0.00012494793835901707,1.0020843354176688e-05
todays,0.001374427321949188,0.00013027096360429693
voda,0.0002915451895043732,1.0020843354176688e-05
numbers,0.0004581424406497293,5.0104216770883436e-05
ending,0.0004581424406497293,1.0020843354176688e-05
award,0.0017909204498125781,3.0062530062530064e-05
match,0.00037484381507705124,7.014590347923682e-05
quoting,0.0002915451895043732,1.0020843354176688e-05
standard,0.00037484381507705124,1.0020843354176688e-05
rates,0.0004581424406497293,1.0020843354176688e-05
app,0.0002915451895043732,5.0104216770883436e-05
sunshine,0.0006247396917950854,3.0062530062530064e-05
quiz,0.0010412328196584756,1.0020843354176688e-05
q,0.00037484381507705124,5.0104216770883436e-05
top,0.0012078300708038318,0.00011022927689594356
sony,0.0004581424406497293,1.0020843354176688e-05
dvd,0.0005414410662224074,3.0062530062530064e-05
player,0.0008746355685131195,3.0062530062530064e-05
know,0.0019575177009579343,0.0035974827641494307
which,0.0004581424406497293,0.0007315215648548982
country,0.00037484381507705124,5.0104216770883436e-05
algarve,0.00020824656393169514,1.0020843354176688e-05
ansr,0.00037484381507705124,1.0020843354176688e-05
sptyrone,0.00037484381507705124,1.0020843354176688e-05
want,0.0017076218242399,0.0023548981882315217
laid,0.0002915451895043732,1.0020843354176688e-05
tonight,0.00020824656393169514,0.0006914381914381914
real,0.0010412328196584756,0.00039081289081289083
dogging,0.0009579341940857976,1.0020843354176688e-05
locations,0.0004581424406497293,1.0020843354176688e-05
sent,0.0007913369429404415,0.000931938431938432
direct,0.0007913369429404415,5.0104216770883436e-05
join,0.0012911286963765097,0.0001703543370210037
uks,0.0008746355685131195,1.0020843354176688e-05
largest,0.00037484381507705124,1.0020843354176688e-05
bt,0.00037484381507705124,0.0002505210838544172
txting,0.0006247396917950854,3.0062530062530064e-05
gravel,0.00012494793835901707,1.0020843354176688e-05
nt,0.00012494793835901707,0.00023047939714606382
eca,0.00037484381507705124,1.0020843354176688e-05
pmsgp,0.00020824656393169514,1.0020843354176688e-05
youll,0.00012494793835901707,0.00021043771043771043
any,0.0014577259475218659,0.001733605900272567
msgs,0.0005414410662224074,0.00013027096360429693
chat,0.003123698458975427,0.00021043771043771043
svc,0.00012494793835901707,1.0020843354176688e-05
hardcore,0.00020824656393169514,3.0062530062530064e-05
services,0.0012078300708038318,3.0062530062530064e-05
go,0.0020408163265306124,0.0036976911976911975
nothing,0.0002915451895043732,0.0005311046977713645
must,0.00037484381507705124,0.00037077120410453746
age,0.0010412328196584756,7.014590347923682e-05
yr,0.0009579341940857976,5.0104216770883436e-05
again,0.0002915451895043732,0.0008918550585217252
why,0.0007080383173677634,0.0009720218053551387
havent,0.00012494793835901707,0.0006112714446047779
replied,0.00012494793835901707,9.018759018759019e-05
my,0.0007913369429404415,0.011213323713323713
im,0.0010412328196584756,0.0066037357704024375
randy,0.00020824656393169514,1.0020843354176688e-05
sexy,0.0012911286963765097,0.00021043771043771043
female,0.00012494793835901707,3.0062530062530064e-05
local,0.0004581424406497293,1.0020843354176688e-05
luv,0.0004581424406497293,0.0004910213243546577
netcollex,0.0002915451895043732,1.0020843354176688e-05
ltd,0.0010412328196584756,1.0020843354176688e-05
p,0.004789670970428988,9.018759018759019e-05
per,0.003290295710120783,0.00027056277056277056
stop,0.006788837984173261,0.0005711880711880712
annoncement,0.00012494793835901707,1.0020843354176688e-05
years,0.0006247396917950854,0.00023047939714606382
arrange,0.00020824656393169514,5.0104216770883436e-05
pls,0.0006247396917950854,0.0014329805996472662
bootydelious,0.00012494793835901707,1.0020843354176688e-05
f,0.0005414410662224074,3.0062530062530064e-05
inviting,0.00012494793835901707,1.0020843354176688e-05
her,0.00037484381507705124,0.0016133557800224467
friend,0.0005414410662224074,0.0005311046977713645
see,0.0008746355685131195,0.0020141895141895143
wwwsmsacubootydelious,0.00012494793835901707,1.0020843354176688e-05
frnd,0.00012494793835901707,0.0001703543370210037
bangbabes,0.00012494793835901707,1.0020843354176688e-05
order,0.0010412328196584756,0.00013027096360429693
way,0.00012494793835901707,0.0015331890331890332
should,0.0006247396917950854,0.0013127304793971461
download,0.00020824656393169514,0.00021043771043771043
content,0.0009579341940857976,3.0062530062530064e-05
do,0.0012911286963765097,0.005461359628026295
goto,0.00037484381507705124,3.0062530062530064e-05
bangb,0.00012494793835901707,1.0020843354176688e-05
tv,0.0005414410662224074,0.00043089626422959757
internetservice,0.00012494793835901707,1.0020843354176688e-05
menu,0.00012494793835901707,0.00013027096360429693
s,0.001374427321949188,0.00037077120410453746
freephone,0.0007080383173677634,1.0020843354176688e-05
unique,0.00012494793835901707,3.0062530062530064e-05
enough,0.00020824656393169514,0.0004108545775212442
find,0.0017076218242399,0.0007515632515632516
th,0.0004581424406497293,0.0006112714446047779
august,0.00020824656393169514,3.0062530062530064e-05
wwwareyouuniquecouk,0.00012494793835901707,1.0020843354176688e-05
collect,0.0014577259475218659,0.00011022927689594356
todayfrom,0.00020824656393169514,1.0020843354176688e-05
wwwtcbiz,0.00020824656393169514,1.0020843354176688e-05
optout,0.0008746355685131195,1.0020843354176688e-05
gbpmtmsg,0.00020824656393169514,1.0020843354176688e-05
meet,0.0005414410662224074,0.0011123136123136123
dream,0.0002915451895043732,9.018759018759019e-05
partner,0.0004581424406497293,1.0020843354176688e-05
soon,0.00020824656393169514,0.0008116883116883117
career,0.00012494793835901707,5.0104216770883436e-05
off,0.0002915451895043732,0.0007315215648548982
flyng,0.00012494793835901707,1.0020843354176688e-05
start,0.0004581424406497293,0.00045093795093795094
horo,0.00020824656393169514,1.0020843354176688e-05
followed,0.0002915451895043732,1.0020843354176688e-05
star,0.00020824656393169514,1.0020843354176688e-05
sign,0.00020824656393169514,7.014590347923682e-05
e,0.0006247396917950854,0.0012325637325637327
g,0.0006247396917950854,0.00019039602372935706
aries,0.00012494793835901707,1.0020843354176688e-05
someone,0.0010412328196584756,0.0007315215648548982
today,0.0008746355685131195,0.001893939393939394
can,0.0019575177009579343,0.005441317941317941
date,0.0007080383173677634,0.00013027096360429693
even,0.0004581424406497293,0.0008116883116883117
flirt,0.00037484381507705124,7.014590347923682e-05
just,0.005289462723865056,0.004278900112233445
name,0.0012911286963765097,0.0004108545775212442
sam,0.0002915451895043732,5.0104216770883436e-05
recdthirtyeight,0.00012494793835901707,1.0020843354176688e-05
pence,0.00020824656393169514,1.0020843354176688e-05
secret,0.0007080383173677634,9.018759018759019e-05
admirer,0.0007080383173677634,1.0020843354176688e-05
who,0.003456892961266139,0.0009118967452300785
looking,0.0006247396917950854,0.00035072951739618404
make,0.0007913369429404415,0.0012726471059804393
ufind,0.0005414410662224074,1.0020843354176688e-05
they,0.0011245314452311536,0.0017736892736892737
rreveal,0.0005414410662224074,1.0020843354176688e-05
thinks,0.0007080383173677634,9.018759018759019e-05
so,0.0017909204498125781,0.0058421516754850085
specialcall,0.0005414410662224074,1.0020843354176688e-05
congratulations,0.0010412328196584756,3.0062530062530064e-05
cd,0.0004581424406497293,3.0062530062530064e-05
vouchers,0.0012911286963765097,1.0020843354176688e-05
gift,0.0012078300708038318,0.00015031265031265032
music,0.0011245314452311536,5.0104216770883436e-05
tncs,0.0004581424406497293,1.0020843354176688e-05
wwwldewcomwinppmxage,0.0002915451895043732,1.0020843354176688e-05
offer,0.0019575177009579343,0.00011022927689594356
video,0.0020408163265306124,5.0104216770883436e-05
handset,0.00037484381507705124,1.0020843354176688e-05
anytime,0.0008746355685131195,5.0104216770883436e-05
networks,0.00020824656393169514,1.0020843354176688e-05
mins,0.0022907122032486465,0.00013027096360429693
unlimited,0.0007080383173677634,9.018759018759019e-05
really,0.00012494793835901707,0.001252605419272086
horny,0.0004581424406497293,1.0020843354176688e-05
me,0.0019575177009579343,0.01125340708674042
naked,0.00012494793835901707,0.00011022927689594356
hot,0.0011245314452311536,0.00011022927689594356
at,0.0019575177009579343,0.005761984928651595
unsubscribe,0.0011245314452311536,1.0020843354176688e-05
has,0.0017909204498125781,0.0012125220458553791
changed,0.00012494793835901707,0.00011022927689594356
credits,0.0006247396917950854,1.0020843354176688e-05
clubmobilescom,0.00012494793835901707,1.0020843354176688e-05
choose,0.0006247396917950854,0.00013027096360429693
club,0.001624323198667222,1.0020843354176688e-05
pwk,0.0002915451895043732,1.0020843354176688e-05
po,0.001874219075385256,5.0104216770883436e-05
box,0.002873802582257393,7.014590347923682e-05
mk,0.00012494793835901707,1.0020843354176688e-05
wt,0.00012494793835901707,3.0062530062530064e-05
singles,0.0004581424406497293,1.0020843354176688e-05
chart,0.00020824656393169514,1.0020843354176688e-05
each,0.0007080383173677634,7.014590347923682e-05
quality,0.00012494793835901707,9.018759018759019e-05
charge,0.0006247396917950854,0.00015031265031265032
hmv,0.0007080383173677634,1.0020843354176688e-05
genuine,0.00020824656393169514,1.0020843354176688e-05
answer,0.0006247396917950854,0.00023047939714606382
easy,0.0007913369429404415,0.0002505210838544172
questions,0.0004581424406497293,0.00011022927689594356
infowwwpercentrealcom,0.00020824656393169514,1.0020843354176688e-05
tmobile,0.00020824656393169514,1.0020843354176688e-05
phone,0.0030403998334027488,0.0011924803591470258
upgrade,0.0002915451895043732,1.0020843354176688e-05
pay,0.00012494793835901707,0.0005912297578964245
sim,0.0002915451895043732,5.0104216770883436e-05
card,0.0002915451895043732,0.00019039602372935706
loyalty,0.0006247396917950854,1.0020843354176688e-05
ends,0.00037484381507705124,0.00015031265031265032
thfebtcs,0.00012494793835901707,1.0020843354176688e-05
blind,0.00020824656393169514,1.0020843354176688e-05
rodds,0.00012494793835901707,1.0020843354176688e-05
m,0.001374427321949188,0.00015031265031265032
aberdeen,0.00012494793835901707,1.0020843354176688e-05
united,0.00012494793835901707,1.0020843354176688e-05
kingdom,0.00012494793835901707,1.0020843354176688e-05
check,0.00020824656393169514,0.0005912297578964245
him,0.00012494793835901707,0.0014329805996472662
httpimg,0.00012494793835901707,1.0020843354176688e-05
acwicmbcktzr,0.00012494793835901707,1.0020843354176688e-05
dates,0.00020824656393169514,3.0062530062530064e-05
hide,0.00012494793835901707,1.0020843354176688e-05
themob,0.0002915451895043732,1.0020843354176688e-05
newest,0.0002915451895043732,1.0020843354176688e-05
selection,0.0002915451895043732,1.0020843354176688e-05
games,0.0008746355685131195,1.0020843354176688e-05
tones,0.0017076218242399,1.0020843354176688e-05
gossip,0.00012494793835901707,3.0062530062530064e-05
babes,0.00020824656393169514,3.0062530062530064e-05
sport,0.00037484381507705124,1.0020843354176688e-05
keep,0.00037484381507705124,0.0008317299983966651
fit,0.00012494793835901707,5.0104216770883436e-05
funky,0.00012494793835901707,3.0062530062530064e-05
think,0.00020824656393169514,0.0019741061407728073
smart,0.00012494793835901707,3.0062530062530064e-05
weekly,0.0017076218242399,1.0020843354176688e-05
nowtcs,0.00012494793835901707,1.0020843354176688e-05
winnersclub,0.00012494793835901707,1.0020843354176688e-05
uz,0.00020824656393169514,1.0020843354176688e-05
gbpweek,0.0002915451895043732,1.0020843354176688e-05
december,0.0002915451895043732,1.0020843354176688e-05
mths,0.0011245314452311536,1.0020843354176688e-05
germany,0.00012494793835901707,1.0020843354176688e-05
minute,0.0004581424406497293,0.0001703543370210037
fixed,0.00012494793835901707,0.00011022927689594356
line,0.0022907122032486465,0.00013027096360429693
via,0.00012494793835901707,0.0001703543370210037
access,0.00037484381507705124,5.0104216770883436e-05
number,0.0017076218242399,0.0009118967452300785
prepayment,0.00012494793835901707,1.0020843354176688e-05
valentines,0.0002915451895043732,0.00015031265031265032
day,0.001541024573094544,0.002956148789482123
over,0.0011245314452311536,0.0008718133718133718
take,0.0009579341940857976,0.0015732724066057399
lifetime,0.00020824656393169514,3.0062530062530064e-05
pmsg,0.0012911286963765097,1.0020843354176688e-05
rcvd,0.0005414410662224074,1.0020843354176688e-05
custcare,0.0007080383173677634,1.0020843354176688e-05
fancy,0.0007080383173677634,7.014590347923682e-05
shag,0.00012494793835901707,1.0020843354176688e-05
dointerested,0.00012494793835901707,1.0020843354176688e-05
sextextukcom,0.00012494793835901707,1.0020843354176688e-05
xxuk,0.00012494793835901707,1.0020843354176688e-05
suzy,0.00012494793835901707,3.0062530062530064e-05
txts,0.0008746355685131195,1.0020843354176688e-05
website,0.00012494793835901707,7.014590347923682e-05
x,0.0010412328196584756,0.0005511463844797178
cashbalance,0.0005414410662224074,1.0020843354176688e-05
currently,0.0007913369429404415,5.0104216770883436e-05
maximize,0.0005414410662224074,1.0020843354176688e-05
cashin,0.0005414410662224074,1.0020843354176688e-05
cc,0.0004581424406497293,1.0020843354176688e-05
hgsuitelands,0.0006247396917950854,1.0020843354176688e-05
rowwjhl,0.0006247396917950854,1.0020843354176688e-05
updatenow,0.00020824656393169514,1.0020843354176688e-05
xmas,0.0008746355685131195,0.00027056277056277056
motorola,0.0007080383173677634,3.0062530062530064e-05
sonyericsson,0.0004581424406497293,1.0020843354176688e-05
bluetooth,0.0005414410662224074,1.0020843354176688e-05
double,0.0010412328196584756,9.018759018759019e-05
orange,0.001624323198667222,7.014590347923682e-05
mobileupd,0.0011245314452311536,1.0020843354176688e-05
calloptoutfq,0.00012494793835901707,1.0020843354176688e-05
discount,0.0007913369429404415,1.0020843354176688e-05
rp,0.00012494793835901707,1.0020843354176688e-05
further,0.0002915451895043732,3.0062530062530064e-05
messages,0.0008746355685131195,0.00013027096360429693
wwwregalportfoliocouk,0.00012494793835901707,1.0020843354176688e-05
reference,0.00037484381507705124,7.014590347923682e-05
t,0.0009579341940857976,7.014590347923682e-05
gbp,0.0002915451895043732,1.0020843354176688e-05
calling,0.0002915451895043732,0.0002505210838544172
available,0.00020824656393169514,0.00023047939714606382
phones,0.0007913369429404415,5.0104216770883436e-05
calloptoutndx,0.00012494793835901707,1.0020843354176688e-05
half,0.0008746355685131195,0.0004108545775212442
price,0.0012078300708038318,9.018759018759019e-05
rental,0.0007913369429404415,1.0020843354176688e-05
mobilesdirect,0.0002915451895043732,1.0020843354176688e-05
orstoptxt,0.0002915451895043732,1.0020843354176688e-05
first,0.0005414410662224074,0.0008517716851050185
poly,0.0011245314452311536,1.0020843354176688e-05
true,0.00020824656393169514,0.0003106461439794773
tone,0.0030403998334027488,1.0020843354176688e-05
help,0.001624323198667222,0.0005311046977713645
after,0.0002915451895043732,0.0012325637325637327
xpw,0.00012494793835901707,1.0020843354176688e-05
dating,0.0011245314452311536,1.0020843354176688e-05
boxskch,0.00012494793835901707,1.0020843354176688e-05
into,0.0004581424406497293,0.000511063011063011
competition,0.0002915451895043732,5.0104216770883436e-05
wwwtxttowincouk,0.00020824656393169514,1.0020843354176688e-05
logo,0.0002915451895043732,1.0020843354176688e-05
lover,0.00020824656393169514,0.00015031265031265032
names,0.00020824656393169514,3.0062530062530064e-05
joined,0.00020824656393169514,9.018759018759019e-05
heart,0.00020824656393169514,0.0006112714446047779
love,0.0008746355685131195,0.0029962321628988296
mobno,0.00020824656393169514,1.0020843354176688e-05
adam,0.00020824656393169514,1.0020843354176688e-05
eve,0.0002915451895043732,0.00019039602372935706
yahoo,0.00020824656393169514,0.00013027096360429693
poboxwwq,0.0004581424406497293,1.0020843354176688e-05
txtno,0.00020824656393169514,1.0020843354176688e-05
ads,0.00020824656393169514,1.0020843354176688e-05
contacted,0.0004581424406497293,1.0020843354176688e-05
